iter	Logloss
156	0.3206270725
157	0.3202974407
158	0.3199860765
159	0.3196605544
160	0.3193415078
161	0.3190212225
162	0.3187333193
163	0.3184394956
164	0.3181578195
165	0.3178838167
166	0.3176182587
167	0.3173631295
168	0.3170947934
169	0.316825814
170	0.3165525322
171	0.3162927104
172	0.3160267299
173	0.3157541021
174	0.3155066417
175	0.3152650417
176	0.3150125105
177	0.3147583493
178	0.3145187939
179	0.3142732705
180	0.3140252025
181	0.3138189266
182	0.3135868094
183	0.3133725343
184	0.3131544178
185	0.3129349459
186	0.3127133335
187	0.3124773043
188	0.3122657266
189	0.3120593404
190	0.3118423089
191	0.3116375229
192	0.3114317129
193	0.3112250012
194	0.3110194288
195	0.3108246441
196	0.3106304446
197	0.3104435142
198	0.3102523878
199	0.3100920012
200	0.3099143563
201	0.3097404259
202	0.309562614
203	0.3093908379
204	0.3092185989
205	0.3090485678
206	0.3088870277
207	0.3087312993
208	0.3085696385
209	0.3084103163
210	0.3082376767
211	0.3080764134
212	0.3079262005
213	0.3077781489
214	0.3076320223
215	0.3074752816
216	0.307322204
217	0.307167885
218	0.3070222035
219	0.3068810312
220	0.3067531122
221	0.3066135997
222	0.3064764216
223	0.3063337486
224	0.3061826841
225	0.306054722
226	0.3059139343
227	0.3057854378
228	0.3056436048
229	0.3055036152
230	0.3053695686
231	0.3052467386
232	0.3051022097
233	0.3049810161
234	0.3048508409
235	0.3047234966
236	0.3045926467
237	0.3044652971
238	0.304353038
239	0.304235134
240	0.3041167835
241	0.304004748
242	0.303895546
243	0.3037720847
244	0.3036508248
245	0.3035444388
246	0.3034238184
247	0.3033126265
248	0.3031966589
249	0.3030906091
250	0.3029856041
251	0.302866458
252	0.3027589501
253	0.3026530002
254	0.3025424983
255	0.302439964
256	0.3023327313
257	0.3022240036
258	0.3021139557
259	0.3020075304
260	0.3019018933
261	0.3017943784
262	0.3016881128
263	0.3015927616
264	0.301491792
265	0.3013874414
266	0.3012893237
267	0.3011913984
268	0.3010861321
269	0.300978518
270	0.3008814919
271	0.3007802988
272	0.3006841305
273	0.3005901706
274	0.3004973476
275	0.3004001382
276	0.3003136793
277	0.3002226203
278	0.3001279832
279	0.3000378903
280	0.299952692
281	0.2998580172
282	0.29976566
283	0.2996802097
284	0.2995877612
285	0.2995035914
286	0.2994095778
287	0.2993189463
288	0.2992290828
289	0.2991408181
290	0.2990519703
291	0.298973459
292	0.2988862149
293	0.2987949672
294	0.2987122351
295	0.2986283097
296	0.2985487442
297	0.2984616833
298	0.2983865936
299	0.2983043059
300	0.2982185427
301	0.2981422386
302	0.2980554673
303	0.2979700701
304	0.2978903052
305	0.297812699
306	0.297733559
307	0.2976568477
308	0.2975802067
309	0.2975037593
310	0.2974283197
311	0.297353291
312	0.2972760854
313	0.2972011188
314	0.2971253948
315	0.2970482359
316	0.2969698062
317	0.2968952667
318	0.2968190994
319	0.2967431387
320	0.2966703792
321	0.2966004032
322	0.2965207918
323	0.2964497102
324	0.2963773543
325	0.2963094316
326	0.2962361749
327	0.2961643459
328	0.2960891161
329	0.2960167617
330	0.2959476351
331	0.2958778611
332	0.2958043587
333	0.2957311379
334	0.2956570895
335	0.2955856924
336	0.2955168266
337	0.2954421692
338	0.2953748144
339	0.2952996679
340	0.2952338499
341	0.2951680293
342	0.2950962712
343	0.2950296722
344	0.2949598585
345	0.2948861961
346	0.2948271608
347	0.2947660508
348	0.294708896
349	0.2946425443
350	0.2945736866
351	0.2945192768
352	0.2944454016
353	0.2943713851
354	0.2943029915
355	0.2942344843
356	0.2941662064
357	0.2940991519
358	0.2940362458
359	0.2939712434
360	0.2939011257
361	0.2938367365
362	0.2937722572
363	0.2937101122
364	0.2936446281
365	0.2935797364
366	0.2935173855
367	0.2934532219
368	0.2933890397
369	0.2933248638
370	0.2932627008
371	0.2931942819
372	0.2931304615
373	0.2930675417
374	0.2930040119
375	0.2929373702
376	0.2928756303
377	0.2928124471
378	0.292752247
379	0.2926926629
380	0.2926304457
381	0.2925686919
382	0.2925041073
383	0.2924406823
384	0.2923818088
385	0.2923203534
386	0.2922542867
387	0.2921885103
388	0.2921331991
389	0.2920770878
390	0.2920189027
391	0.2919656496
392	0.2919070432
393	0.2918456351
394	0.2917810909
395	0.291723469
396	0.2916630292
397	0.2916000457
398	0.291547185
399	0.2914919385
400	0.2914354003
401	0.2913721382
402	0.291318488
403	0.2912624466
404	0.2912030534
405	0.291148157
406	0.2910902794
407	0.2910270515
408	0.2909648228
409	0.2909084357
410	0.2908491332
411	0.2907945563
412	0.2907410108
413	0.2906783308
414	0.2906229263
415	0.290566042
416	0.2905135716
417	0.2904572152
418	0.2904002808
419	0.2903391542
420	0.2902832371
421	0.29022634
422	0.2901679814
423	0.2901102464
424	0.2900577478
425	0.2900038316
426	0.2899450011
427	0.289891589
428	0.2898392336
429	0.2897874186
430	0.2897298222
431	0.2896781193
432	0.2896267384
433	0.2895729962
434	0.2895219603
435	0.2894666331
436	0.2894159586
437	0.2893553179
438	0.2893104095
439	0.2892612355
440	0.2892077404
441	0.289152273
442	0.2891044816
443	0.289054958
444	0.2889986579
445	0.2889479776
446	0.2888955954
447	0.2888404334
448	0.2887866815
449	0.2887305184
450	0.2886737216
451	0.288617051
452	0.288567151
453	0.2885130369
454	0.2884619488
455	0.2884078854
456	0.2883599697
457	0.2883089352
458	0.2882611343
459	0.2882097041
460	0.2881599984
461	0.2881058945
462	0.2880502359
463	0.2879984324
464	0.2879520462
465	0.2878996239
466	0.2878474245
467	0.2877964176
468	0.2877435408
469	0.287705454
470	0.2876460108
471	0.2875930554
472	0.2875396459
473	0.2874853384
474	0.2874409131
475	0.2873904628
476	0.2873348785
477	0.2872845673
478	0.287231137
479	0.2871798539
480	0.2871271383
481	0.2870754422
482	0.2870247123
483	0.2869738255
484	0.2869267832
485	0.2868816143
486	0.2868340649
487	0.2867828386
488	0.2867365301
489	0.28668464
490	0.2866363079
491	0.2865855869
492	0.2865350441
493	0.2864842617
494	0.2864372884
495	0.2863860477
496	0.286335538
497	0.2862892208
498	0.2862422993
499	0.2861900697
500	0.2861457807
501	0.2860986474
502	0.2860489343
503	0.2859976404
504	0.2859469999
505	0.2858964109
506	0.2858538973
507	0.2858104176
508	0.2857607682
509	0.2857123274
510	0.2856682074
511	0.285616559
512	0.2855678527
513	0.2855226932
514	0.285472584
515	0.2854290455
516	0.285386595
517	0.2853405548
518	0.2852959674
519	0.2852516906
520	0.2852087551
521	0.2851555927
522	0.2851070477
523	0.2850634703
524	0.2850161554
525	0.28496902
526	0.2849306571
527	0.2848819827
528	0.2848354695
529	0.2847868341
530	0.2847390593
531	0.2846995721
532	0.2846541388
533	0.2846060823
534	0.284558448
535	0.2845094154
536	0.2844630991
537	0.284414668
538	0.2843774546
539	0.2843311038
540	0.284283871
541	0.2842366691
542	0.284193933
543	0.2841495589
544	0.2841045382
545	0.2840628001
546	0.2840146083
547	0.2839698434
548	0.2839246608
549	0.2838768271
550	0.2838336736
551	0.2837918243
552	0.2837488898
553	0.2837018163
554	0.283657722
555	0.2836108116
556	0.2835638267
557	0.2835170262
558	0.2834708311
559	0.2834263712
560	0.2833801976
561	0.2833322658
562	0.2832864645
563	0.2832419802
564	0.283204137
565	0.2831591143
566	0.2831168487
567	0.2830723071
568	0.2830305265
569	0.2829865875
570	0.2829440483
571	0.2829049212
572	0.2828591555
573	0.2828112367
574	0.2827657431
575	0.2827205401
576	0.2826786107
577	0.2826329184
578	0.2825913065
579	0.2825458702
580	0.2825026873
581	0.2824602587
582	0.2824196338
583	0.282377165
584	0.2823351857
585	0.2822894405
586	0.282248936
587	0.2822013109
588	0.2821653554
589	0.2821217347
590	0.2820803527
591	0.2820397833
592	0.2820041014
593	0.2819605121
594	0.2819147317
595	0.2818707531
596	0.2818272534
597	0.2817852984
598	0.2817456155
599	0.2817019068
600	0.2816585964
601	0.2816162252
602	0.2815728273
603	0.2815337089
604	0.2814894907
605	0.2814430595
606	0.2814001689
607	0.28135683
608	0.2813122101
609	0.2812755111
610	0.281234484
611	0.2811923986
612	0.2811518553
613	0.2811088544
614	0.281072107
615	0.281031301
616	0.2809923951
617	0.2809579676
618	0.2809173437
619	0.2808715853
620	0.2808289034
621	0.2807885659
622	0.2807513299
623	0.2807129388
624	0.2806765406
625	0.2806353699
626	0.2805968624
627	0.280553416
628	0.2805107159
629	0.2804697445
630	0.2804288847
631	0.2803919717
632	0.2803521751
633	0.2803100974
634	0.2802675623
635	0.2802314227
636	0.2801888798
637	0.280144024
638	0.2801022399
639	0.2800626915
640	0.28002175
641	0.2799802031
642	0.2799407245
643	0.2799032023
644	0.2798620511
645	0.2798249852
646	0.2797890761
647	0.2797454858
648	0.2797056217
649	0.2796658275
650	0.2796269908
651	0.2795929951
652	0.2795558869
653	0.2795162384
654	0.2794801273
655	0.2794414701
656	0.2794045672
657	0.279367547
658	0.2793318249
659	0.279290121
660	0.2792523971
661	0.2792209094
662	0.2791841863
663	0.2791421944
664	0.279102387
665	0.2790682183
666	0.2790298923
667	0.2789891494
668	0.2789486693
669	0.2789131585
670	0.2788740593
671	0.2788402744
672	0.278802181
673	0.2787625089
674	0.278722257
675	0.2786841364
676	0.2786479784
677	0.2786140749
678	0.2785759677
679	0.2785399382
680	0.2785018662
681	0.2784621703
682	0.2784228486
683	0.2783840992
684	0.2783479272
685	0.2783072351
686	0.2782671571
687	0.2782248349
688	0.2781837886
689	0.2781487713
690	0.2781153295
691	0.278075506
692	0.2780426083
693	0.2780026843
694	0.2779704103
695	0.2779311049
696	0.2778949865
697	0.2778562993
698	0.2778229463
699	0.2777838234
700	0.2777475873
701	0.277708128
702	0.2776764793
703	0.277633872
704	0.2776030085
705	0.2775687063
706	0.2775369371
707	0.2775000452
708	0.2774619395
709	0.2774282607
710	0.2773997714
711	0.2773627954
712	0.2773267757
713	0.27729437
714	0.2772571174
715	0.2772245729
716	0.2771857034
717	0.2771532577
718	0.277116357
719	0.2770821697
720	0.2770506384
721	0.2770105
722	0.2769742472
723	0.2769377564
724	0.2769033281
725	0.2768713589
726	0.2768402257
727	0.2768046008
728	0.2767670174
729	0.2767325706
730	0.2766917474
731	0.2766585132
732	0.2766268502
733	0.2765940576
734	0.2765530133
735	0.2765220265
736	0.2764874647
737	0.2764512135
738	0.2764176653
739	0.2763835297
740	0.276347717
741	0.2763101494
742	0.2762786561
743	0.2762402463
744	0.276205563
745	0.276173792
746	0.2761364493
747	0.2761004773
748	0.2760618886
749	0.2760308598
750	0.275992644
751	0.2759593351
752	0.2759305073
753	0.2758988007
754	0.2758738282
755	0.275838286
756	0.2757997067
757	0.275766066
758	0.2757343935
759	0.2757031977
760	0.275671825
761	0.2756405636
762	0.2756055262
763	0.2755726951
764	0.2755375408
765	0.2755070061
766	0.2754706505
767	0.2754392175
768	0.2753992288
769	0.2753681645
770	0.2753364203
771	0.2753007062
772	0.2752696032
773	0.2752360439
774	0.2752001891
775	0.2751641594
776	0.2751264978
777	0.2750900306
778	0.2750589672
779	0.275021554
780	0.2749912801
781	0.2749548877
782	0.2749207488
783	0.2748863366
784	0.2748482484
785	0.2748156245
786	0.2747864265
787	0.2747520069
788	0.274717099
789	0.2746814766
790	0.2746455272
791	0.2746085932
792	0.2745724992
793	0.274535101
794	0.2745032041
795	0.2744690112
796	0.2744362393
797	0.2744036341
798	0.2743694723
799	0.2743356616
800	0.2743047838
801	0.2742733612
802	0.2742407225
803	0.2742078891
804	0.2741780057
805	0.2741460762
806	0.2741110363
807	0.2740802758
808	0.2740491937
809	0.2740170363
810	0.2739886396
811	0.273957407
812	0.2739227014
813	0.273890162
814	0.2738608091
815	0.2738298204
816	0.273803241
817	0.2737744031
818	0.2737413382
819	0.2737105981
820	0.2736789474
821	0.2736441345
822	0.2736156365
823	0.2735804386
824	0.2735508276
825	0.2735187298
826	0.273485211
827	0.2734499108
828	0.2734157008
829	0.2733798225
830	0.2733518793
831	0.2733198357
832	0.2732883264
833	0.2732583387
834	0.2732231199
835	0.2731951594
836	0.2731668449
837	0.2731355715
838	0.2731043431
839	0.2730707065
840	0.2730358622
841	0.2730027661
842	0.2729733539
843	0.2729418903
844	0.2729096445
845	0.2728795648
846	0.2728504475
847	0.2728228579
848	0.2727891977
849	0.272759473
850	0.2727231282
851	0.2726952467
852	0.2726657465
853	0.2726307365
854	0.2726029332
855	0.272571819
856	0.2725395129
857	0.27250878
858	0.2724776117
859	0.2724492466
860	0.2724216204
861	0.2723874146
862	0.272362576
863	0.2723305716
864	0.2723032014
865	0.272272693
866	0.2722373373
867	0.2722054213
868	0.2721669655
869	0.272136327
870	0.2721036834
871	0.2720718746
872	0.2720419719
873	0.2720132161
874	0.2719838521
875	0.2719576502
876	0.2719241872
877	0.2718951796
878	0.2718704025
879	0.2718493944
880	0.2718187494
881	0.2717871422
882	0.2717519455
883	0.2717217305
884	0.2716884613
885	0.271655847
886	0.2716234839
887	0.271591517
888	0.2715631767
889	0.2715351342
890	0.2715026578
891	0.2714714986
892	0.271437401
893	0.2714096174
894	0.2713836319
895	0.2713542
896	0.2713298788
897	0.2713003094
898	0.2712709853
899	0.2712406149
900	0.2712137689
901	0.2711845658
902	0.2711534644
903	0.2711219812
904	0.2710919963
905	0.2710612438
906	0.2710300413
907	0.2710032159
908	0.2709760371
909	0.270947812
910	0.270921389
911	0.2708902546
912	0.2708634127
913	0.2708330564
914	0.2708056311
915	0.2707742694
916	0.2707437914
917	0.2707148251
918	0.270686907
919	0.2706587428
920	0.2706304923
921	0.2706003756
922	0.2705742249
923	0.2705465703
924	0.2705191586
925	0.2704909498
926	0.2704646114
927	0.2704389612
928	0.2704091314
929	0.2703806004
930	0.270349975
931	0.2703220153
932	0.2702898421
933	0.2702585172
934	0.2702274573
935	0.2702014359
936	0.2701720208
937	0.2701444454
938	0.2701135368
939	0.270084018
940	0.2700587323
941	0.270031083
942	0.2700019064
943	0.2699757727
944	0.2699502006
945	0.2699207162
946	0.2698909696
947	0.2698613876
948	0.2698290986
949	0.2697999655
950	0.2697712681
951	0.269743101
952	0.2697127905
953	0.2696850688
954	0.2696553204
955	0.2696263847
956	0.2695991517
957	0.2695682903
958	0.2695374708
959	0.2695041781
960	0.2694757857
961	0.2694443899
962	0.2694177631
963	0.2693862252
964	0.2693588732
965	0.2693262365
966	0.269297994
967	0.2692746556
968	0.2692473789
969	0.2692220383
970	0.2691930587
971	0.2691669685
972	0.269138059
973	0.2691118765
974	0.269082277
975	0.2690588805
976	0.2690303638
977	0.2690007784
978	0.2689712203
979	0.2689442471
980	0.2689140639
981	0.2688846684
982	0.2688571318
983	0.2688291683
984	0.268801063
985	0.2687772653
986	0.2687545647
987	0.2687243142
988	0.2687017917
989	0.2686712419
990	0.2686424151
991	0.2686139038
992	0.2685863784
993	0.2685615521
994	0.2685351234
995	0.2685071174
996	0.2684868761
997	0.2684629392
998	0.2684351332
999	0.2684081716
1000	0.268381725
1001	0.2683592823
1002	0.2683344228
1003	0.2683162069
1004	0.2682887596
1005	0.2682598962
1006	0.2682340963
1007	0.2682078058
1008	0.2681841079
1009	0.2681578263
1010	0.2681308755
1011	0.2681061968
1012	0.2680797453
1013	0.2680455055
1014	0.2680168279
1015	0.2679881618
1016	0.26796286
1017	0.2679374789
1018	0.2679111358
1019	0.2678813599
1020	0.2678545142
1021	0.2678247938
1022	0.2677976915
1023	0.2677655039
1024	0.2677362562
1025	0.2677083153
1026	0.2676788241
1027	0.2676528504
1028	0.2676215137
1029	0.2675953968
1030	0.2675704232
1031	0.26754438
1032	0.2675178616
1033	0.2674934951
1034	0.267463152
1035	0.2674316705
1036	0.2674047855
1037	0.267376878
1038	0.2673500094
1039	0.2673200724
1040	0.2672968862
1041	0.2672707518
1042	0.2672438783
1043	0.2672191071
1044	0.2671908243
1045	0.2671673081
1046	0.2671378072
1047	0.2671119052
1048	0.2670855836
1049	0.2670582609
1050	0.2670326191
1051	0.2670081169
1052	0.2669860287
1053	0.2669588919
1054	0.2669325675
1055	0.2669054654
1056	0.2668852289
1057	0.2668597546
1058	0.2668359305
1059	0.266812737
1060	0.266784529
1061	0.2667601443
1062	0.2667369405
1063	0.2667089445
1064	0.2666846734
1065	0.2666587676
1066	0.2666332928
1067	0.2666070566
1068	0.2665798972
1069	0.266553649
1070	0.2665273489
1071	0.2665061297
1072	0.2664808762
1073	0.2664558835
1074	0.2664283469
1075	0.2664091311
1076	0.2663819711
1077	0.2663559559
1078	0.2663279437
1079	0.266308156
1080	0.2662819202
1081	0.2662615482
1082	0.2662349183
1083	0.2662096077
1084	0.2661836528
1085	0.2661555778
1086	0.2661291837
1087	0.2661031157
1088	0.2660789686
1089	0.2660514068
1090	0.2660270217
1091	0.266006497
1092	0.2659779054
1093	0.2659530724
1094	0.2659237476
1095	0.2658947326
1096	0.2658707443
1097	0.2658482214
1098	0.2658250126
1099	0.2657983899
1100	0.2657694544
1101	0.265743826
1102	0.2657184317
1103	0.2656918216
1104	0.2656647179
1105	0.2656413492
1106	0.2656140559
1107	0.2655885795
1108	0.2655668918
1109	0.265540257
1110	0.2655142424
1111	0.2654856514
1112	0.2654606065
1113	0.2654337576
1114	0.2654074683
1115	0.2653857929
1116	0.2653620369
1117	0.2653369212
1118	0.2653114869
1119	0.2652862739
1120	0.2652604545
1121	0.2652337909
1122	0.2652055438
1123	0.2651760054
1124	0.2651503197
1125	0.2651238518
1126	0.2651001203
1127	0.2650764607
1128	0.265050166
1129	0.2650227794
1130	0.2649987574
1131	0.2649711497
1132	0.2649480093
1133	0.2649216455
1134	0.2648965765
1135	0.2648707036
1136	0.2648450237
1137	0.2648206234
1138	0.264796534
1139	0.2647721136
1140	0.264745544
1141	0.264722633
1142	0.2647015684
1143	0.2646753084
1144	0.264655614
1145	0.2646319137
1146	0.2646105605
1147	0.2645859594
1148	0.2645613113
1149	0.2645358725
1150	0.2645173327
1151	0.2644911026
1152	0.2644652329
1153	0.2644426001
1154	0.2644176159
1155	0.2643944323
1156	0.2643697494
1157	0.2643462677
1158	0.2643227918
1159	0.2642944357
1160	0.2642755804
1161	0.264249962
1162	0.2642252655
1163	0.2641994241
1164	0.2641744195
1165	0.2641491226
1166	0.2641217212
1167	0.2640959855
1168	0.2640722695
1169	0.2640493804
1170	0.2640226307
1171	0.2639951458
1172	0.263971923
1173	0.2639448393
1174	0.2639213702
1175	0.2638971047
1176	0.2638735852
1177	0.2638491605
1178	0.2638242582
1179	0.263799679
1180	0.2637775368
1181	0.2637537561
1182	0.2637308768
1183	0.2637075349
1184	0.2636826118
1185	0.2636573945
1186	0.2636299521
1187	0.2636055561
1188	0.2635825947
1189	0.2635536966
1190	0.2635319358
1191	0.2635059603
1192	0.2634844824
1193	0.2634588974
1194	0.2634303099
1195	0.2634074303
1196	0.2633815044
1197	0.2633535504
1198	0.2633300308
1199	0.2633049264
1200	0.263279751
1201	0.2632574727
1202	0.2632320623
1203	0.2632088111
1204	0.2631845798
1205	0.2631598336
1206	0.2631351109
1207	0.2631151518
1208	0.2630899257
1209	0.2630676848
1210	0.2630403516
1211	0.2630186759
1212	0.2629952636
1213	0.2629712513
1214	0.2629483533
1215	0.2629221964
1216	0.2628994161
1217	0.2628736199
1218	0.2628515878
1219	0.2628327051
1220	0.2628107949
1221	0.2627930166
1222	0.2627651073
1223	0.2627390229
1224	0.2627123531
1225	0.2626879205
1226	0.2626625248
1227	0.26263925
1228	0.2626135786
1229	0.2625901711
1230	0.2625653092
1231	0.2625414434
1232	0.2625194172
1233	0.2624993843
1234	0.2624734035
1235	0.2624499599
1236	0.2624329204
1237	0.2624090535
1238	0.2623834435
1239	0.262362768
1240	0.2623419623
1241	0.2623203701
1242	0.262293683
1243	0.26226999
1244	0.2622445911
1245	0.2622194916
1246	0.2621957276
1247	0.2621727909
1248	0.2621466195
1249	0.2621264224
1250	0.2621014211
1251	0.2620752776
1252	0.2620557058
1253	0.2620297187
1254	0.2620039093
1255	0.261981026
1256	0.2619540945
1257	0.2619326789
1258	0.2619089324
1259	0.2618829621
1260	0.2618598168
1261	0.2618379439
1262	0.2618133303
1263	0.2617910729
1264	0.2617683004
1265	0.2617441078
1266	0.2617232262
1267	0.2616999165
1268	0.2616737026
1269	0.2616506081
1270	0.2616268112
1271	0.2616006177
1272	0.2615805382
1273	0.2615578868
1274	0.2615369586
1275	0.2615130391
1276	0.2614903338
1277	0.2614691649
1278	0.2614435466
1279	0.2614143965
1280	0.2613909479
1281	0.2613685491
1282	0.2613426684
1283	0.2613156291
1284	0.2612867827
1285	0.2612632351
1286	0.2612456116
1287	0.261224405
1288	0.2611981004
1289	0.2611764576
1290	0.2611520749
1291	0.261128062
1292	0.2611047977
1293	0.2610829337
1294	0.2610604702
1295	0.2610376991
1296	0.2610126577
1297	0.2609886349
1298	0.2609635416
1299	0.2609405472
1300	0.2609163674
1301	0.2608913188
1302	0.2608716203
1303	0.2608495951
1304	0.2608255255
1305	0.2608078002
1306	0.2607848111
1307	0.2607602132
1308	0.2607402497
1309	0.2607174029
1310	0.2606952852
1311	0.2606752007
1312	0.2606530133
1313	0.2606352857
1314	0.2606114396
1315	0.260588952
1316	0.260565362
1317	0.2605426144
1318	0.2605214247
1319	0.2604978012
1320	0.2604718262
1321	0.2604500109
1322	0.2604303318
1323	0.2604088627
1324	0.260385129
1325	0.2603631763
1326	0.2603436459
1327	0.2603202338
1328	0.2602976824
1329	0.2602731268
1330	0.2602488636
1331	0.260225814
1332	0.2602030784
1333	0.2601788934
1334	0.2601553954
1335	0.2601402608
1336	0.2601157972
1337	0.2600978719
1338	0.2600747575
1339	0.2600518447
1340	0.2600289435
1341	0.260007085
1342	0.2599851184
1343	0.2599620326
1344	0.2599367986
1345	0.2599131225
1346	0.2598881749
1347	0.2598665867
1348	0.2598437146
1349	0.2598217455
1350	0.2597979043
1351	0.2597767921
1352	0.259752789
1353	0.2597315174
1354	0.2597086825
1355	0.2596828276
1356	0.2596613424
1357	0.259638762
1358	0.2596174986
1359	0.2595953591
1360	0.2595743729
1361	0.2595546147
1362	0.2595358197
1363	0.2595159133
1364	0.2594922847
1365	0.2594719855
1366	0.2594497871
1367	0.2594285169
1368	0.2594081488
1369	0.259384381
1370	0.2593606659
1371	0.2593394049
1372	0.2593135746
1373	0.2592917127
1374	0.2592688825
1375	0.2592438957
1376	0.2592230062
1377	0.2592013226
1378	0.2591836167
1379	0.2591613185
1380	0.2591400233
1381	0.2591140856
1382	0.259092305
1383	0.2590723975
1384	0.2590502019
1385	0.2590299394
1386	0.2590114078
1387	0.2589883124
1388	0.2589692155
1389	0.2589455296
1390	0.2589236862
1391	0.2588966695
1392	0.2588736841
1393	0.2588493669
1394	0.2588293356
1395	0.258808389
1396	0.2587866403
1397	0.2587663666
1398	0.2587446979
1399	0.2587235118
1400	0.2587055998
1401	0.2586862784
1402	0.258667153
1403	0.2586421603
1404	0.2586175109
1405	0.2585991611
1406	0.2585754012
1407	0.2585519014
1408	0.2585309506
1409	0.2585110325
1410	0.2584907201
1411	0.2584680362
1412	0.2584455638
1413	0.2584264838
1414	0.258405333
1415	0.2583776386
1416	0.2583566446
1417	0.2583338754
1418	0.2583092452
1419	0.2582889626
1420	0.2582695666
1421	0.2582453002
1422	0.2582236367
1423	0.2582028726
1424	0.2581782808
1425	0.2581528766
1426	0.2581303102
1427	0.2581055753
1428	0.2580857105
1429	0.2580649282
1430	0.2580428421
1431	0.2580220953
1432	0.2579986854
1433	0.2579765417
1434	0.2579560414
1435	0.2579362558
1436	0.2579143661
1437	0.2578913245
1438	0.2578735842
1439	0.25785333
1440	0.2578319151
1441	0.2578100105
1442	0.2577901042
1443	0.2577696283
1444	0.2577460613
1445	0.2577216099
1446	0.2577010327
1447	0.2576802794
1448	0.2576602937
1449	0.2576417638
1450	0.2576210843
1451	0.2575984123
1452	0.2575789186
1453	0.2575559877
1454	0.2575344485
1455	0.2575129541
1456	0.2574938312
1457	0.2574715262
1458	0.2574500102
1459	0.2574281741
1460	0.2574039308
1461	0.2573822949
1462	0.2573645536
1463	0.2573475893
1464	0.2573255257
1465	0.2573083122
1466	0.2572859626
1467	0.2572657112
1468	0.2572447936
1469	0.2572224934
1470	0.2572001749
1471	0.2571811768
1472	0.2571598005
1473	0.2571399481
1474	0.2571153621
1475	0.2570963489
1476	0.2570757828
1477	0.2570547494
1478	0.2570334468
1479	0.2570081957
1480	0.2569864854
1481	0.2569647388
1482	0.2569443733
1483	0.2569230736
1484	0.2569029624
1485	0.2568817969
1486	0.2568590652
1487	0.2568374356
1488	0.2568179635
1489	0.2567953988
1490	0.2567744882
1491	0.2567522418
1492	0.256727189
1493	0.2567107044
1494	0.2566866016
1495	0.256666357
1496	0.2566437975
1497	0.2566209733
1498	0.2566045427
1499	0.256584321
1500	0.2565631869
1501	0.256542974
1502	0.2565211999
1503	0.2564986157
1504	0.2564769111
1505	0.2564525982
1506	0.2564339454
1507	0.256416049
1508	0.256394667
1509	0.2563767378
1510	0.2563518859
1511	0.2563314682
1512	0.2563093924
1513	0.2562872851
1514	0.2562681688
